"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","201213","should login, upload document, select point of sales, and proceed after manual upload","Jindal Loyalty mobile flow","2026-08-15","passed","2026-08-15","","","",""
